1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167
1		4	4	3	3	3	1	5	5	1	5	1	1	1	3	5	5	5	1	5	4	5	3	1	5	1	5	4	2	1	4	1	4	4	5	5	2	1	5	1	1	2	5	3	3	5	1	unsure, at nine months became very sick and had to eat predigested food. Unsure if I was breastfed before that	2		3	2	3	1	1	1	2							4			21	2			3				7					12					17					22	23	24	25							32			2	3-4 years	2		2	2		4	4/5/2015								8										9		2	1													1				5											6	7			2	1	PA
1		4	3	2	2	1	1	1	3	4	2	1	1	1	1	3	1	3	1	2	2	2	2	2	3	3	2	3	3	2	1	2	2	2	2	2	3	2	2	1	1	1	2	5	2	4	1		1	19 years and 4 months	3	2	3	2	1	1	2				1						"19.33
"	2			3		5			8				12																28				32			2	2 weeks	3		1	4		4	2								8											IBS	2	1																				8											9	2	1	MO
1		4	2	4	5	5	5	4	2	1	1	5	2	1	2	1	2	3	2	5	5	3	1	3	3	2	1	4	3	3	2	2	2	2	2	2	3	3	1	1	1	1	1	5	3	2	4		2		2	2	3	1	1	1	2								5		20	2			3		5		7	8				12	13		15	16	17		19					24			27						33		2	1 year	3		1	3		4	6 times								8										9		3	1															3																9	2	3	Missouri
1		4	3	1	2	2	3	4	1	3	3	2	1	1	2	3	2	4	4	3	3	3	3	3	3	2	2	2	3	3	3	3	2	1	1	2	3	3	1	1	1	1	1	5	3	5	1	10 months	2		3	1	1	1	1	1		3							5		"15
"	2			3		5		7	8	9			12	13	14			17	18							25				29			32	33		1		1		1	2		3		1																	9		1		2		4							11			1	2																	9	2	1	Arizona
1		4	4	3	3	3	4	5	3	5	3	4	4	2	2	5	4	4	4	5	5	3	3	3	5	5	3	5	5	5	5	2	3	3	3	3	5	5	1	1	4	1	1	5	2	5	2		2		3	2	1	1	1	1				5					5		18	2		2	3		5	6	7	8	9	10	11	12	13	14	15	16	17	18	19				23	24	25		27	28	29	30		32	33		1		1		1	2		3		1			4														9		2	1													1																		9	2	2	California
1		4	3	4	4	4	5	5	5	1	5	3	4	3	3	5	5	5	5	5	5	3	3	3	4	3	3	3	4	2	4	2	2	2	2	2	4	2	4	1	4	1	1	5	3	5	3	3 months	2		3	2	1	1	1	1	2				1	2	3				20	2			3		5		7	8				12	13		15	16	17						23										33		2	1 year	1		1	1		3						5													9		1												12										9										9	2	1	VA
1		4	5	2	2	2	5	5	5	2	5	5	1	2	3	5	5	2	5	5	2	1	1	1	2	1	1	1	2	1	3	1	2	2	1	1	2	1	3	4	1	3	3	2	3	1	1	6 mons	1	3 mons	2	2	1	2	1	1	2				1		3	4			"50
"	2	1		3	4									13																						2	1 year	3		3	2		4	2					5					1							8			3	1																					9										9	2	1	New Jersey
1		4																																																																																																																																																																				
1		4	5	5	5	5	5	5	5	5	1	1	2	5	1	5	3	3	5	1	3	3	2	4	4	4	4	3	5	2	2	2	3	3	2	2	5	2	2	1	1	1	1	5	3	1	1		1	21 years old	3	3	1	1	1	1		3							5		"19
"	2			3		5	6		8				12	13	14	15	16							23	24	25										2	1 year	2		1	2		3		1																	9		1			3	4		6	7					12										9										9	2	1	California
1		4	5	5	5	5	5	5	5	5	5	5	5	3	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	2	1	1	1	1	5	2	5	4		2		2	3	3	1	1	1									5		23	2			3		5		7	8		10		12	13	14	15	16	17		19	20	21	22	23	24	25	26			29			32			2	4 years	5	Gynecologist	1	5	Gynecologist	4	Once a month								8				3							Pre-diabetes	2	1													1		3																9	2	1	Nevada
1		4	3	1	2	1	1	4	3	5	4	1	1	1	1	2	1	1	3	5	4	3	1	3	3	1	1	1	1	1	5	1	3	1	2	2	1	1	2	1	1	1	1	5	3	5	4		2		3	2	2	1	1	1			4						5		15	2			3		5								13	14		16									25			28							2	1 year	3		1	2		1									8										9		1						6												5	6													9	2	1	NY
1		4	4	2	3	3	4	4	2	4	4	2	1	1	2	4	2	2	3	3	4	1	1	1	2	1	2	2	1	1	3	1	1	2	2	1	1	1	3	2	1	4	2	3	3	2	2		1	5 months	3	3	1	1	1	1	2								5		18	2			3		5																		23				27		29						2	1 year	2		1	2		3						5													9		3	1													1				5							2								2	1	New Jersey
1		4	1	1	3	2	1	2	1	5	1	1	1	1	1	1	2	4	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	1	1	3	1	1	1	1	5	3	5	1		2		3	2	3	1	1	1	2				1				5		21	2			3	4	5				9			12				16			19										29		31		33		2	5 months of severe symptoms, but constipation of 19 years went away	3		1	2		3									8						5			8		Raynaud's	2	1																					9										9	2	1	Colorado
1		4	2	4	4	4	2	4	4	2	4	4	2	5	4	5	3	4	4	4	4	3	2	2	3	2	4	3	4	4	4	3	3	2	4	4	4	4	2	2	2	2	1	5	3	1	3		2		3	1	1	1	1	1	2				1			4			22	2			3		5		7					12				16	17						23	24				28	29						1		3		3	3		3		1																	9		2	1													1																		9	2	1	Fl
1		4																																																																																																																																																																				
1		4																																																																																																																																																																				
1		4	3	5	5	3	3	5	3	1	5	5	4	4	4	4	4	5	2	5	4	4	3	2	5	2	3	4	5	3	5	3	3	3	5	4	5	3	3	1	3	1	1	5	2	5	2		2		3	1	1	1	1	1	2									biopsy of the small intestine	22	2			3		5		7	8		10		12	13	14	15	16	17	18	19						25			28	29			32	33		2	2 weeks	3		2	3		3									8										9		2	1																					9					4						2	1	virginia
1		4	3	2	2	1	3	3	3	5	1	1	2	1	1	4	2	2	5	5	2	4	1	2	3	4	4	1	3	3	2	1	2	2	2	2	3	3	2	1	1	1	1	5	2	2	1		2		3	2	3	1	1	1	2								5		18	2			3		5			8				12											23		25							32			2	3 months	1		1	3		4	5								8										9		2	1													1		3		5														9	2	1	Pennsylvania
1		4	3	2	3	2	4	5	3	2	5	3	1	1	3	2	3	4	2	5	2	3	2	3	1	2	3	4	3	3	4	2	1	2	4	4	3	3	1	2	3	1	1	5	3	3	3	Breastfed until 2 months old	1	6 months	3	2	3	2	1	1	2	3			1	2	3	4			12	2																																		34	2	asymptomatic	3		3	3		1		1				5													9		1				4								12											Multiple Sclerosis									9	2	4	New Jersey
1		4	4	4	4	4	4	5	2	3	3	1	2	2	2	2	2	2	4	4	4	3	2	2	2	1	1	2	2	1	2	1	2	2	2	2	2	1	2	2	1	4	2	3	3	2	3	3 months	1	4 months	1	1	3	1	1	1	2								5		18	2			3									12																							1		3		1	5	Celiac Specialist/Gastroenterologist	4	yearly									We have			3								1			3											1																		9	1	1	New York
1		4	4	3	5	5	2	4	2	2	3	2	2	2	2	4	3	5	5	2	4	2	2	3	2	2	2	3	3	3	2	2	3	3	3	4	3	3	1	1	2	1	1	5	3	3	3		2		3	1	3	1	1	1	2				1						17	2	1		3					8				12											23				27		29				33		2	8	5	rheumatologist	1	2		1				3		5									5						2	1																		6				crohns disease									9	2	1	ohio
1		4	4	1	1	1	1	3	3	5	1	1	1	1	1	1	1	2	4	1	1	2	3	2	2	3	2	2	3	2	1	1	1	1	1	1	3	2	2	3	1	1	1	5	3	3	2		1	9 months	3	1	2	1	1	1	2								5		21	2			3		5		7	8			11	12		14						20		22	23	24								32			2	1 year	3		1	5	Me- Holistic Nutritionist	1		1		3															9		2	1																					9								7			2	1	California
1		4	4	3	5	4	5	4	3	4	2	3	2	2	2	4	2	5	5	5	4	3	3	1	1	1	2	4	5	5	5	3	3	2	3	2	5	5	2	1	1	1	1	5	2	3	1		2		3	1	1	1	1	1									5		22	2			3		5			8	9	10	11	12		14																					2	2 weeks	3		2	4		3									8										9		2	1													1				5														9	2	1	Indiana
1		4	3	1	1	1	1	3	3	2	2	2	1	3	2	1	1	3	1	3	1																																																																																																																																																	
1		4																																																																																																																																																																				
1		4	2	2	1	2	1	2	3	1	1	1	1	2	1	1	1	3	2	1	2	2	1	1	1	1	1	1	3	1	1	1	2	3	2	3	3	1	2	1	1	1	1	5	3	2	1		1	12 months	3	1	3	1	1	1	2				1			4			"13
"	2			3			6			9			12					17													30					2	>5 yrs; was diagnosed after mother was diagnosed	1		1	3		1					4	5														Raynaud's	1		2		4								12							6		8							5					2	1	NJ
1		4																																																																																																																																																																				
1		4																																																																																																																																																																				
1		4	4	4	4	4	4	4	4	3	4	4	4	3	4	4	4	4	4	3	4	4	3	3	3	4	3	3	3	3	3	3	2	2	2	2	3	3	2	1	1	1	1	5	3	5	1		1	1 year	3	2	1	1	1	1	2				1						17	2			3		5	6		8						14		16			19								27			30			33		2	2 years	1		1	3		3									8										9		1												12		1		3			6		8		Lupis									9	2	1	House
1		4	4	2	1	2	3	5	5	1	5	2	1	1	2	2	3	1	5	2	2	3	4	2	3	2	4	1	4	3	3	2	4	3	4	5	4	3	4	4	2	4	5	1	3	2	1		2		3	1	2	1	1	1	2								5		19	2																																		34	1		3		2	2		4	5								8										9		1		2				6					11	12		1															6				2	1	PA
1		4	2	2	2	2	3	3	2	3	2	1	2	2	1	4	1	4	4	1	3																																																																																																																																																	
1		4	4	4	5	5	3	5	5	2	2	4	4	2	3	4	4	2	4	5	5	2	1	1	1	2	1	1	2	1	4	1	1	2	2	2	2	1	5	4	3	2	2	4	3	2	3	4 months	2		1	1	1	1	1		2								5		17	2								8				12																							1		3		3	3		4	1								8										9		2	1																	5													8		2	1	Colorado
1		4	4	3	2	1	4	5	5	4	2	1	2	1	1	4	1	4	1	3	2	3	2	2	3	2	3	3	4	3	5	1	2	2	2	3	4	3	2	1	1	1	1	5	3	3	1	1 year	1	9 months	3	2	3	1	1	1	2				1						20	2			3		5							12	13	14					19										29						2	4 years	1		1	3		4	5								8										9		1												12		1															6				2	1	Virginia
